"caseid_new","w2_section","w1_partyid7","w1_ppc10017","w1_ppp20071","w1_ppp20072","w1_ppagecat","w1_ppeducat","w1_ppethm","w1_ppRace_1","w1_ppRace_2","w1_ppRace_3","w1_ppRace_4","w1_ppRace_5","w1_ppRace_6","w1_ppgender","w1_pphhhead","w1_pphouse","w1_ppincimp_cat","w1_ppmarit","w1_ppmsacat","w1_PPREG4","w1_pprent","w1_PPT18OV","w1_ppwork","w1_xlgb","w1_partnership_status","w1_prior_identity_lgb","w1_same_sex_couple","w1_same_sex_couple_gender","w1_q4","w1_q5","w1_q6a","w1_q6b","w1_q9","w1_q10","w1_q11","w1_q12","w1_q14","w1_q16","w1_q17","w1_attraction","w1_identity_all","w1_q23","w1_otherdate_all","w1_married","w1_age_when_met","w1_time_from_met_to_rel","w1_subject_race","w1_partner_mother_yrsed","w1_subject_mother_yrsed","w1_partner_yrsed","w1_subject_yrsed","w1_either_internet_adjusted","w1_smart_phone","w1_children_in_hh"
2163905,1,1,1,1,1,6,4,1,1,0,0,0,0,0,1,1,1,2,1,1,3,1,2,5,2,1,0,0,0,2,0,1,1,75,12,8,1,12,0,1,1,1,1,1,1,18,0.083251953125,1,12,16,16,16,0,1,0
2164423,1,3,1,-2,6,4,3,1,1,0,0,0,0,0,2,1,3,2,1,1,3,2,2,1,2,1,0,0,0,1,0,1,1,49,10,10,3,10,0,2,2,1,4,1,1,33,0,1,13,13,13,14,1,1,0
2166521,1,2,1,2,4,2,4,1,1,0,0,0,0,0,1,1,3,3,6,1,3,2,2,1,2,1,0,0,0,2,0,1,1,24,12,12,5,9,4,1,1,1,1,1,1,21,0.75,1,16,12,16,16,0,1,0
2166743,0,5,1,-2,6,2,4,1,1,0,0,0,0,0,1,1,1,1,5,1,2,1,3,2,1,3,1,1,1,1,1,2,1,27,12,9,5,13,0,0,5,2,3,2,0,27,0,1,12,17,16,16,1,1,0
2167453,1,5,1,-2,4,3,1,1,1,0,0,0,0,0,2,1,3,2,1,1,1,2,2,7,2,1,0,0,0,1,0,1,1,50,10,0,5,1,0,2,1,1,3,1,1,22,1,1,NA,0,13,12,0,1,1
2168137,1,6,1,2,5,6,3,4,1,0,0,0,0,0,1,1,1,3,1,1,4,1,1,5,2,1,0,0,0,2,0,1,1,67,13,9,4,10,0,2,1,1,2,1,1,32,0.0833740234375,1,12,13,17,13,0,1,0
2168177,0,2,1,1,5,1,2,1,1,0,0,0,0,0,1,0,1,2,5,1,3,2,2,1,2,3,0,0,0,2,0,2,5,24,11,11,4,9,5,0,1,1,1,1,0,17,1.833251953125,1,14,12,14,12,0,1,0
2168577,0,6,1,-2,4,1,4,1,1,0,0,0,0,0,2,1,1,3,5,1,4,1,3,1,2,2,1,1,2,2,1,5,5,23,10,11,7,13,3,0,4,4,1,2,0,19,1.8333740234375,1,14,17,13,16,1,1,0
2169639,1,1,2,2,4,6,2,1,1,0,0,0,0,0,2,1,1,4,1,1,1,1,3,5,2,1,0,0,0,1,0,1,1,69,9,13,1,9,1,1,1,1,3,1,1,18,0.083251953125,1,17,12,12,12,0,0,0
2170047,0,5,1,-2,6,4,1,1,1,0,0,0,0,0,2,1,3,1,5,1,1,2,1,1,2,2,0,0,0,1,0,1,2,59,6,5,4,7,0,0,1,1,3,1,0,31,15.416748046875,1,9,11,10,10,0,1,0
2170187,1,3,1,2,6,6,3,5,1,0,1,0,0,0,1,1,1,1,3,1,2,1,2,5,2,2,0,0,0,2,0,1,1,65,11,9,3,4,0,1,1,1,3,1,0,58,0.3333740234375,3,12,7.5,14,14,1,1,0
2171661,1,6,1,2,4,4,3,1,1,0,0,0,0,0,2,1,1,4,1,1,2,1,3,1,2,1,0,0,0,1,0,1,1,49,9,10,2,9,3,1,2,1,1,1,1,14,1.083251953125,1,13,12,12,14,0,1,1
2171997,1,3,1,2,6,4,1,1,1,0,0,0,0,0,1,1,1,4,3,1,1,1,1,2,2,2,0,0,0,2,0,1,1,51,12,8,7,8,0,1,1,1,1,1,0,44,0.5833740234375,1,12,12,16,12,0,1,0
2174237,1,4,1,2,3,5,3,1,1,0,0,0,0,0,2,1,1,3,1,1,2,1,4,1,2,1,0,0,0,1,0,1,1,53,10,9,4,11,16,1,1,1,1,1,1,32,0.1666259765625,1,12,14,13,14,0,1,0
2174465,1,5,1,2,4,2,4,4,1,0,0,0,0,0,2,0,2,2,5,1,4,2,3,1,1,2,1,1,2,2,1,2,1,28,12,3,7,10,1,0,3,4,1,1,0,22,1.4166259765625,1,5.5,13,16,16,0,1,0
2177139,1,5,1,1,2,2,2,1,1,0,0,0,0,0,2,0,1,1,1,0,2,2,3,7,2,1,0,0,0,1,0,1,1,35,9,10,4,10,1,1,1,1,3,1,1,18,0,1,13,13,12,12,0,1,1
2177193,1,7,1,-2,6,2,4,1,1,0,0,0,0,0,2,0,1,1,6,1,3,2,1,1,1,2,1,0,0,1,2,1,1,30,9,9,3,11,2,0,2,4,2,1,0,19,0.666748046875,1,12,14,12,16,0,1,0
2177551,1,7,1,2,5,2,4,1,1,0,0,0,0,0,2,1,1,4,6,1,4,2,2,1,1,2,1,1,2,2,1,1,4,30,12,11,7,9,1,0,3,4,3,1,0,20,3,1,14,12,16,20,0,1,0
2178573,1,5,1,-2,6,2,2,1,1,0,0,0,0,0,2,1,1,2,1,1,4,1,3,1,2,1,0,0,0,1,0,1,1,34,10,9,4,6,5,1,1,1,3,1,1,22,1.333251953125,1,12,10,13,12,0,1,1
2178659,0,7,2,-2,6,5,4,4,1,0,0,0,0,0,1,1,1,1,6,1,4,1,2,5,1,3,1,1,1,1,1,2,1,69,9,9,4,11,3,0,5,2,3,2,0,23,0.75,1,12,14,12,16,0,0,0
2178997,0,7,1,1,4,2,3,1,1,0,0,0,0,0,2,0,3,1,5,1,2,2,2,1,2,2,0,0,0,1,0,1,2,38,10,9,7,9,3,0,1,1,1,1,0,19,1.6666259765625,1,12,12,13,13,1,1,0
2179207,0,7,1,1,6,2,2,2,0,1,0,0,0,0,1,0,1,1,5,1,3,2,1,2,2,3,1,1,1,1,1,1,2,21,9,9,4,11,5,0,4,2,1,1,0,28,0.25,2,12,14,12,12,1,1,0
2179295,1,1,1,2,5,2,3,1,1,0,0,0,0,0,1,0,2,2,3,1,2,2,2,1,2,2,0,0,0,2,0,1,1,23,9,8,3,12,4,1,1,1,1,1,0,24,2,1,12,16,12,14,0,1,1
2179309,0,7,1,2,2,2,4,1,1,0,0,0,0,0,2,1,2,3,4,1,1,1,1,1,2,1,0,0,0,1,0,1,1,41,9,9,4,13,5,1,1,1,1,2,1,22,0,1,12,17,12,17,0,1,1
2180629,0,6,1,-2,6,2,3,2,0,1,0,0,0,0,1,1,3,2,5,1,3,1,3,1,2,2,0,0,0,2,0,1,2,24,10,10,4,12,3,0,1,1,1,2,0,27,0,2,13,16,13,13,0,1,0
2183173,1,6,1,-2,4,4,1,1,0,0,0,0,0,1,1,1,1,2,1,1,1,1,2,1,2,1,0,0,0,2,0,1,5,41,8,1,6,10,5,2,1,1,1,1,1,29,0,5,0,13,12,12,0,1,1
2196777,1,2,1,-2,6,3,4,1,1,0,0,0,0,0,2,1,1,2,1,1,3,1,2,1,2,1,1,1,2,2,1,1,1,29,14,8,7,8,3,1,5,3,1,1,1,27,0.0833740234375,1,12,12,20,16,0,1,0
2201295,1,3,1,-2,6,2,4,1,1,0,0,0,0,0,1,0,1,4,1,1,1,3,2,1,2,1,0,0,0,2,0,1,1,33,12,12,3,11,10,1,1,1,1,1,1,22,4.0833740234375,1,16,14,16,16,0,1,1
2203355,0,6,1,2,1,1,2,4,1,0,0,0,0,0,2,1,3,2,1,1,3,2,3,1,2,1,0,0,0,1,0,3,5,26,9,12,6,5,0,1,1,1,1,1,1,13,0.833251953125,1,16,9,12,12,0,1,1
2205625,0,6,1,2,3,2,4,1,1,0,0,0,0,0,2,1,3,3,5,1,1,2,1,1,1,2,1,0,0,1,2,1,1,27,13,13,5,12,3,0,3,4,3,2,0,30,0,1,17,16,17,17,1,1,0
2205751,1,1,1,2,6,5,4,1,1,0,0,0,0,0,1,1,1,4,1,1,1,1,2,1,2,1,0,0,0,2,0,5,1,55,13,9,1,9,3,1,1,1,1,1,1,16,0.25,1,12,12,17,16,0,1,0
2206161,0,2,-2,-2,6,2,4,1,1,0,0,0,0,0,2,0,3,1,5,1,1,2,1,1,2,3,0,0,0,1,0,1,1,38,13,13,7,14,3,0,1,1,3,1,0,20,0.5833740234375,1,17,20,17,17,0,NA,0
2206803,0,3,-2,-2,6,6,3,1,1,0,0,0,0,0,1,1,2,1,3,1,3,1,1,5,2,3,0,0,0,2,0,1,1,72,11,0,1,11,2,1,1,1,2,1,0,55,NA,1,NA,14,14,13,1,NA,0
2206813,1,2,1,-2,5,3,2,4,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,43,10,9,4,9,0,1,1,1,1,1,1,5,12.75,1,12,12,13,12,0,1,0
2207015,0,NA,-2,NA,NA,3,4,1,1,0,0,0,0,0,1,1,3,4,5,1,2,2,2,1,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16,NA,NA,0
2207131,1,7,1,-2,5,5,3,1,1,0,0,0,0,0,1,1,1,4,1,0,3,1,2,1,2,1,0,0,0,2,0,1,1,58,13,13,7,13,0,1,1,1,1,1,1,30,0.25,1,17,17,17,13,0,1,0
2207217,1,3,1,-2,6,5,4,1,1,0,0,0,0,0,1,1,3,4,3,1,4,2,1,1,2,2,0,0,0,2,0,1,1,58,9,9,3,11,0,1,1,1,1,2,0,51,0.166748046875,1,12,14,12,16,0,1,0
2207337,0,6,1,2,4,7,2,1,1,0,0,0,0,0,2,0,1,3,3,1,3,1,2,5,2,3,0,0,0,1,0,1,1,73,6,5,4,9,0,3,1,1,3,1,0,59,0.0833740234375,1,9,12,10,12,0,1,1
2207753,1,3,1,2,4,5,3,1,1,0,0,0,0,0,2,1,1,4,1,1,3,1,2,7,2,1,0,0,0,1,0,1,1,59,10,6,2,6,7,1,1,1,3,1,1,22,0,1,10,10,13,13,0,1,0
2207815,0,7,1,2,6,4,1,1,1,0,0,0,0,0,1,1,3,1,5,1,2,2,2,6,2,2,1,1,1,1,1,1,1,47,8,7,7,8,2,0,5,2,3,1,0,22,0.083251953125,1,11,12,12,12,0,1,0
2208721,0,1,1,2,4,1,2,4,1,0,0,0,0,0,2,0,2,1,5,1,4,2,2,1,2,3,0,0,0,1,0,5,1,22,9,1,5,9,3,0,1,1,2,1,0,9,11.4166259765625,1,0,12,12,12,0,1,0
2209083,0,5,1,1,4,5,2,1,1,0,0,0,0,0,2,1,1,1,2,1,3,1,2,1,2,1,0,0,0,1,0,1,2,60,8,3,4,5,5,1,1,1,1,1,1,19,0,1,5.5,9,12,12,0,1,0
2210355,1,2,1,1,6,5,4,1,1,0,0,0,0,0,1,1,1,1,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,0,0,0,0,10,0,1,NA,0,1,0,1,20,0,1,NA,13,NA,16,0,1,0
2211239,1,3,1,-2,6,4,4,1,1,0,0,0,0,0,1,1,1,2,1,1,1,1,3,5,2,1,1,0,0,2,2,1,1,47,13,9,4,7,5,2,3,4,3,1,1,36,0.0833740234375,1,12,11,17,16,1,1,0
2211773,1,2,1,-2,5,3,2,1,1,0,0,0,0,0,2,0,1,1,1,0,2,1,2,1,2,1,0,0,0,1,0,1,1,36,9,9,1,9,2,1,1,1,2,1,1,29,0,1,12,12,12,12,0,1,1
2211779,1,2,1,1,5,4,4,1,1,0,0,0,0,0,2,1,1,2,1,1,4,1,2,2,2,1,0,0,0,1,0,1,1,47,12,8,3,11,0,1,1,1,3,1,1,38,0,1,12,14,16,16,1,1,1
2211921,1,6,1,-2,6,4,2,1,1,0,0,0,0,0,2,1,1,3,6,1,4,1,2,1,1,2,1,1,2,2,1,1,1,62,12,8,7,8,0,0,4,3,1,1,0,39,0.3333740234375,1,12,12,16,12,0,1,0
2211947,0,1,1,1,3,3,3,1,1,0,0,0,0,0,1,1,1,1,5,1,3,1,1,1,2,3,0,0,0,2,0,1,1,38,11,10,3,13,3,0,1,1,1,1,0,20,8.75,1,13,17,14,14,0,1,0
2212453,0,7,1,-2,6,2,4,1,1,0,0,0,0,0,2,1,3,1,5,1,2,2,1,2,1,2,1,0,0,1,2,1,1,62,8,9,7,12,0,0,2,4,3,2,0,27,2.25,1,12,16,12,16,0,1,0
2212467,0,7,1,-2,6,1,3,1,1,0,0,0,0,0,1,0,2,3,5,1,3,1,4,1,2,3,0,0,0,2,0,2,1,22,9,9,4,12,2,0,1,1,3,1,0,17,0,1,12,16,12,13,0,1,0
2212677,1,5,1,2,6,3,4,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,2,1,2,1,0,0,0,1,0,1,1,46,12,9,4,11,2,1,1,1,1,1,1,24,0.1666259765625,1,12,14,16,17,0,1,1
2213961,0,NA,-2,NA,NA,2,3,4,1,0,0,0,0,0,1,0,1,2,5,1,2,1,3,1,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14,NA,NA,0
2214139,0,2,1,1,2,5,2,1,1,0,0,0,0,0,1,1,3,1,5,1,3,2,1,1,2,3,0,0,0,2,0,1,1,44,9,9,4,9,4,0,1,1,1,1,0,47,0,1,12,12,12,12,0,1,0
2214763,1,6,1,-2,5,1,3,4,1,0,0,0,0,0,2,0,1,2,5,1,1,2,3,1,2,2,1,0,0,1,2,5,5,26,10,3,4,13,3,0,3,4,3,1,0,18,0.0833740234375,1,5.5,17,13,13,0,1,0
2215215,1,1,1,2,1,6,4,1,1,0,0,0,0,0,1,1,1,4,1,1,1,1,3,2,2,1,0,0,0,2,0,1,1,56,12,11,6,5,10,2,1,1,2,1,1,43,0.25,1,14,9,16,17,0,1,0
2216625,1,3,2,-2,3,7,2,1,1,0,0,0,0,0,1,1,3,2,1,1,3,2,2,1,2,1,0,0,0,2,0,1,1,71,14,5,1,9,0,2,1,1,3,1,1,22,11,1,9,12,20,12,1,0,0
2218005,1,5,1,2,4,3,4,2,0,1,0,0,0,0,1,1,4,4,1,1,4,2,2,1,2,1,0,0,0,2,2,1,4,43,12,12,6,12,1,1,1,1,1,2,1,1,0,2,16,16,16,16,0,1,0
2218423,0,3,1,2,5,6,3,1,1,0,0,0,0,0,1,1,1,4,2,1,3,1,4,5,2,2,0,0,0,2,0,1,1,64,10,9,1,10,0,1,1,1,1,1,0,60,0.3333740234375,1,12,13,13,13,0,1,0
2219115,1,3,1,2,5,2,2,1,1,0,0,0,0,0,1,1,1,1,1,1,3,2,2,1,2,1,0,0,0,2,0,1,1,32,10,9,4,10,4,1,1,1,1,1,1,17,6.8333740234375,1,12,13,13,12,0,1,1
2219267,0,5,1,2,5,6,3,1,1,0,0,0,0,0,2,1,4,4,2,1,3,1,1,5,2,3,0,0,0,1,0,1,1,70,9,9,4,9,0,3,1,1,3,1,0,39,1,1,12,12,12,13,0,1,0
2219299,1,6,1,1,5,4,4,1,1,0,0,0,0,0,2,1,1,4,1,1,3,1,2,1,2,1,0,0,0,1,0,1,1,58,11,10,1,6,2,2,1,1,1,1,1,37,0.0833740234375,1,13,10,14,20,0,1,0
2219513,0,7,1,1,2,5,3,2,0,1,0,0,0,0,1,1,1,3,5,1,3,1,3,6,1,2,1,1,1,1,1,1,2,58,10,9,7,9,5,0,5,2,3,1,0,30,0.1666259765625,2,12,12,13,14,0,1,0
2219805,0,7,1,2,3,1,4,1,1,0,0,0,0,0,1,0,1,3,5,1,1,1,3,7,2,3,0,0,0,2,0,1,1,21,10,11,4,13,0,0,1,1,2,1,0,19,0.166748046875,1,14,17,13,17,1,1,1
2219813,0,1,1,2,5,4,4,1,1,0,0,0,0,0,2,1,1,4,1,1,1,1,2,1,1,1,1,0,0,1,2,1,1,46,10,5,2,9,1,2,2,4,3,1,1,36,0.4166259765625,1,9,12,13,16,0,1,0
2220731,1,6,2,1,2,6,2,1,1,0,0,0,0,0,1,1,1,2,1,1,4,1,2,5,2,1,0,0,0,2,0,1,1,0,8,8,7,8,0,1,1,1,1,1,1,19,0,1,12,12,12,12,0,0,0
2221631,1,1,1,2,1,2,4,1,1,0,0,0,0,0,2,0,1,4,1,1,4,1,4,1,2,1,0,0,0,1,0,1,1,26,12,13,1,12,10,1,1,1,1,1,1,16,0.3333740234375,1,17,16,16,16,0,1,1
2222317,1,7,-2,2,3,1,2,1,1,0,0,0,0,0,1,0,1,3,5,1,2,1,3,1,2,2,0,0,0,2,0,1,1,21,10,9,7,0,4,0,1,1,3,1,0,17,1.5833740234375,1,12,NA,13,12,0,NA,0
2223731,0,7,2,2,5,5,3,1,1,0,0,0,0,0,1,1,3,1,3,0,2,3,3,6,2,3,0,0,0,2,0,1,1,53,4,9,4,10,2,1,1,1,1,1,0,24,0,1,12,13,7.5,13,0,0,0
2225427,0,1,2,2,1,7,2,1,1,0,0,0,0,0,2,1,1,1,1,0,2,1,1,5,2,3,0,0,0,1,0,1,1,80,8,4,2,8,0,1,1,1,3,1,0,20,0.0833740234375,1,7.5,12,12,12,0,0,0
2225885,0,2,1,1,4,4,2,1,1,0,0,0,0,0,1,1,3,1,5,0,1,2,2,1,2,3,1,1,1,1,1,2,1,NA,9,9,5,9,0,0,5,2,1,2,0,NA,NA,1,12,12,12,12,0,1,0
2226649,1,7,1,1,3,6,3,2,0,1,0,0,0,0,2,1,1,3,1,1,3,1,2,1,2,1,0,0,0,1,0,1,2,66,9,3,6,3,5,1,1,1,1,1,1,19,0.9166259765625,2,5.5,5.5,12,13,0,1,0
2227011,1,7,1,2,6,3,1,1,1,0,0,0,0,0,1,0,1,2,1,1,3,3,3,1,2,1,0,0,0,2,0,1,1,42,10,9,5,5,2,1,1,1,1,1,1,18,0,1,12,9,13,7.5,0,1,0
2227047,1,7,-2,-2,6,4,2,3,0,0,1,0,0,0,1,1,3,1,3,1,4,2,2,6,2,2,0,0,0,2,0,1,3,67,10,13,4,5,0,1,1,1,1,1,0,41,0,3,17,9,13,12,1,NA,0
2227745,1,2,1,2,6,5,4,1,1,0,0,0,0,0,1,1,1,4,3,1,3,1,2,1,2,2,0,0,0,2,0,1,1,53,9,10,4,8,0,1,1,1,1,1,0,47,0.25,1,13,12,12,17,1,1,0
2228393,1,1,1,1,2,7,3,1,1,0,0,0,0,0,2,1,1,2,1,1,4,1,2,5,2,1,0,0,0,1,0,1,1,79,12,8,1,8,2,1,3,1,1,1,1,17,0,1,12,12,16,13,0,1,0
2228497,0,NA,-2,NA,NA,2,2,1,1,0,0,0,0,0,1,0,1,1,5,1,2,1,3,6,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA,1
2228681,1,2,1,2,6,6,3,5,1,0,0,0,1,0,1,1,1,2,1,1,4,1,2,5,2,1,0,0,0,2,0,1,5,61,9,8,4,9,4,3,1,1,1,1,1,40,0.083251953125,1,12,12,12,13,0,1,0
2229963,0,1,-2,2,2,7,2,1,1,0,0,0,0,0,2,0,1,3,2,1,1,1,3,5,2,3,0,0,0,1,0,1,1,89,9,4,3,4,1,1,1,1,3,1,0,16,3,1,7.5,7.5,12,12,0,NA,0
2231079,1,3,1,1,2,4,4,3,0,0,0,1,0,0,1,1,2,4,1,1,3,1,2,1,2,1,0,0,0,2,0,1,4,40,12,9,3,9,3,1,1,1,3,1,1,29,3.5,4,12,12,16,16,0,1,1
2232397,1,4,1,1,1,7,3,1,1,0,0,0,0,0,1,1,1,1,1,0,4,3,2,5,2,1,0,0,0,2,2,1,1,70,10,4,1,6,0,1,1,1,2,1,1,23,1,1,7.5,10,13,13,0,1,0
2232915,0,7,1,-2,6,2,2,4,1,0,0,0,0,0,1,1,3,1,5,1,1,2,2,4,2,2,0,0,0,2,0,1,1,24,10,10,4,5,4,0,1,1,3,1,0,20,4.4166259765625,1,13,9,13,12,1,1,0
2232929,1,1,2,1,1,5,4,1,1,0,0,0,0,0,1,1,1,4,1,1,2,1,4,1,2,1,0,0,0,2,0,1,1,65,12,12,1,10,1,1,1,1,1,1,1,17,0,1,16,13,16,20,0,0,1
2233103,1,7,1,-2,2,5,4,3,0,0,0,1,0,0,1,1,1,3,1,1,1,1,1,5,2,1,0,0,0,2,0,1,4,59,9,2,4,2,3,1,1,1,1,1,1,23,0,4,2.5,2.5,12,16,0,1,0
2233263,0,NA,-2,NA,NA,1,2,1,1,0,0,0,0,0,2,0,1,1,5,1,3,3,3,4,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA,0
2234159,1,5,1,-2,6,5,3,1,1,0,0,0,0,0,2,1,1,3,1,0,3,1,2,2,2,1,0,0,0,1,0,1,1,58,10,9,3,10,0,3,1,1,3,1,1,57,0.416748046875,1,12,13,13,14,1,1,0
2235583,1,1,1,1,4,3,2,5,1,0,1,0,0,0,2,1,1,3,1,0,3,1,2,1,2,1,0,0,0,1,0,1,1,41,9,3,3,9,15,1,1,1,3,1,1,14,1.1666259765625,3,5.5,12,12,12,0,1,1
2235913,0,6,1,-2,5,2,4,1,1,0,0,0,0,0,2,1,1,2,1,1,2,1,2,1,1,1,1,0,0,1,2,1,1,26,12,12,7,11,11,1,4,4,3,1,1,12,2.25,1,16,14,16,16,0,1,0
2237055,1,1,1,2,2,5,3,1,1,0,0,0,0,0,2,1,1,3,1,1,3,1,2,5,2,1,0,0,0,1,0,1,1,69,13,10,1,9,20,1,1,1,3,1,1,15,0.5,1,13,12,17,13,0,1,0
2237111,1,1,1,1,2,4,3,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,49,10,9,1,9,2,2,1,1,1,1,1,36,2.916748046875,1,12,12,13,14,0,1,0
2237691,1,5,1,1,6,4,3,1,1,0,0,0,0,0,2,1,1,3,6,1,2,1,2,1,1,2,1,1,2,2,1,1,1,0,13,9,5,9,0,0,4,4,3,1,0,26,0.4166259765625,1,12,12,17,13,0,1,0
2237695,0,1,1,1,1,4,4,1,1,0,0,0,0,0,1,1,3,2,4,0,3,2,1,4,2,1,0,0,0,2,0,1,1,37,11,9,3,11,4,1,1,1,1,1,1,32,0,1,12,14,14,16,0,1,0
2239179,1,6,1,-2,3,7,4,1,1,0,0,0,0,0,1,1,1,3,3,1,1,1,2,2,1,2,1,1,1,1,1,1,1,72,13,9,5,3,0,1,5,2,3,1,0,55,0,1,12,5.5,17,20,0,1,0
2239403,1,2,1,2,3,3,3,1,1,0,0,0,0,0,2,1,1,4,1,1,2,1,2,7,2,1,0,0,0,1,0,1,1,47,9,9,7,9,4,1,1,1,3,1,1,3,26.75,1,12,12,12,14,0,1,1
2241619,0,5,1,1,2,3,4,1,1,0,0,0,0,0,1,1,2,1,5,1,3,2,1,1,1,2,1,1,1,1,1,1,1,30,10,9,4,10,0,0,5,2,2,1,0,36,0,1,12,13,13,16,0,1,0
2242567,0,5,1,2,6,5,3,1,1,0,0,0,0,0,1,1,1,1,5,0,1,1,1,5,1,2,1,1,1,1,1,5,1,20,9,1,4,4,5,0,5,2,1,2,0,58,0,1,0,7.5,12,14,1,1,0
2243015,1,7,1,2,6,3,3,2,0,1,0,0,0,0,2,1,1,4,1,1,1,1,2,7,2,1,0,0,0,1,0,5,2,48,12,8,7,10,4,1,1,1,3,1,1,18,0.9166259765625,2,12,13,16,14,0,1,1
2245161,0,5,1,2,3,5,3,1,1,0,0,0,0,0,1,0,3,4,5,1,3,2,4,1,2,2,1,0,0,2,2,1,1,59,11,11,7,9,0,0,4,2,3,1,0,62,0,1,14,12,14,13,0,1,0
2246883,0,5,2,-2,5,5,4,1,1,0,0,0,0,0,2,1,1,1,3,1,1,1,1,2,2,3,0,0,0,1,0,1,1,66,14,9,5,14,0,1,1,1,3,1,0,17,0,1,12,20,20,17,0,0,0
2246951,1,3,1,1,3,5,4,1,1,0,0,0,0,0,1,1,1,2,1,1,1,1,3,4,2,1,0,0,0,2,0,1,1,64,13,12,5,11,0,1,1,1,3,1,1,29,0.333251953125,1,16,14,17,16,0,1,0
2247021,1,3,1,2,2,7,2,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,2,5,2,1,0,0,0,2,0,1,1,74,9,5,1,9,0,1,1,1,1,1,1,18,0.166748046875,1,9,12,12,12,0,1,0
2247423,1,5,1,2,4,2,2,4,1,0,1,0,0,0,1,1,1,3,1,1,4,1,2,1,2,1,0,0,0,2,0,2,1,34,14,9,5,9,5,1,1,1,3,1,1,15,2.5,3,12,12,20,12,0,1,1
2247535,1,7,1,2,4,5,4,1,1,0,0,0,0,0,1,1,1,4,1,1,2,1,2,5,1,1,1,1,1,1,1,1,1,53,9,1,6,9,0,1,5,2,3,1,1,30,0,1,0,12,12,16,1,1,0
2248583,0,5,1,-2,6,2,3,1,1,0,0,0,0,0,2,1,1,3,6,1,2,2,3,2,1,2,1,0,0,1,2,1,1,25,12,5,4,5,6,1,3,4,3,1,0,19,0,1,9,9,16,14,0,1,1
2248679,1,6,1,-2,6,3,3,1,1,0,0,0,0,0,1,0,1,4,1,1,4,1,4,1,2,1,0,0,0,2,0,1,1,43,11,10,6,10,0,1,1,1,2,1,1,17,0.25,1,13,13,14,13,0,1,1
2249131,1,1,1,2,4,2,4,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,33,12,12,2,10,2,2,1,1,4,1,1,29,0,1,16,13,16,20,1,1,1
2249677,1,2,1,2,6,5,4,1,1,0,0,0,0,0,2,1,1,3,5,1,3,1,2,1,2,2,0,0,0,1,0,1,1,58,12,9,1,7,1,0,1,1,1,1,0,49,0.25,1,12,11,16,16,1,1,0
2250239,0,7,1,-2,6,2,4,1,1,0,0,0,0,0,2,1,3,1,5,1,2,2,1,1,1,3,1,0,0,1,2,2,1,29,12,1,4,11,1,0,2,4,1,1,0,21,0.083251953125,1,0,14,16,20,0,1,0
2250865,0,6,2,2,2,6,2,1,1,0,0,0,0,0,2,1,1,1,1,1,2,1,2,1,2,1,0,0,0,1,0,1,1,70,9,9,3,9,2,1,1,1,1,1,1,14,0.3333740234375,1,12,12,12,12,0,0,0
2253687,1,2,1,2,2,4,4,1,1,0,0,0,0,0,2,1,1,4,1,1,3,1,2,1,2,1,0,0,0,1,0,1,1,50,12,12,1,10,0,1,1,1,3,1,1,24,1.25,1,16,13,16,20,0,1,1
2254437,0,3,2,1,1,4,3,1,1,0,0,0,0,0,2,0,1,1,4,1,3,1,2,7,2,3,0,0,0,1,0,1,1,49,11,9,4,9,2,3,1,1,3,1,0,36,0,1,12,12,14,13,1,0,1
2254741,1,1,1,-2,6,3,2,1,1,0,0,0,0,0,1,1,3,3,1,1,3,2,2,1,2,1,0,0,0,2,0,1,1,34,9,9,1,12,2,1,1,1,1,1,1,19,0,1,12,16,12,12,0,1,1
2255089,1,5,1,-2,6,2,4,1,1,0,0,0,0,0,2,1,1,1,1,0,2,1,1,1,2,2,0,0,0,1,0,1,1,26,10,9,3,11,9,0,1,1,1,1,0,21,0.4166259765625,1,12,14,13,16,0,1,0
2255167,1,3,1,-2,6,4,4,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,52,12,9,4,13,1,1,5,2,3,1,1,25,0,1,12,17,16,17,0,1,0
