"caseid_new","w2_section","w1_partyid7","w1_ppc10017","w1_ppp20071","w1_ppp20072","w1_ppagecat","w1_ppeducat","w1_ppethm","w1_ppRace_1","w1_ppRace_2","w1_ppRace_3","w1_ppRace_4","w1_ppRace_5","w1_ppRace_6","w1_ppgender","w1_pphhhead","w1_pphouse","w1_ppincimp_cat","w1_ppmarit","w1_ppmsacat","w1_PPREG4","w1_pprent","w1_PPT18OV","w1_ppwork","w1_xlgb","w1_partnership_status","w1_prior_identity_lgb","w1_same_sex_couple","w1_same_sex_couple_gender","w1_q4","w1_q5","w1_q6a","w1_q6b","w1_q9","w1_q10","w1_q11","w1_q12","w1_q14","w1_q16","w1_q17","w1_attraction","w1_identity_all","w1_q23","w1_otherdate_all","w1_married","w1_age_when_met","w1_time_from_met_to_rel","w1_subject_race","w1_partner_mother_yrsed","w1_subject_mother_yrsed","w1_partner_yrsed","w1_subject_yrsed","w1_either_internet_adjusted","w1_smart_phone","w1_children_in_hh"
1780607,1,5,2,2,6,7,2,2,0,1,0,0,0,0,2,1,3,1,2,1,1,2,2,4,2,2,0,0,0,1,0,1,2,79,7,5,6,6,0,1,1,1,1,1,0,28,0.0833740234375,2,9,10,11,12,0,0,0
1784285,1,2,1,-2,6,6,3,1,1,0,0,0,0,0,1,1,1,2,1,1,3,1,2,5,2,1,0,0,0,2,0,1,1,71,10,9,1,9,0,1,1,1,4,1,1,19,0,1,12,12,13,14,0,1,0
1785191,1,5,1,2,4,4,3,1,1,0,0,0,0,0,1,0,1,3,3,1,3,1,2,1,2,2,1,1,1,1,1,1,5,39,12,9,5,11,0,1,5,2,1,1,0,30,0,1,12,14,16,13,0,1,0
1785549,1,7,1,2,3,4,3,2,0,1,0,0,0,0,2,1,1,3,6,1,2,1,2,1,2,1,1,1,2,2,1,1,2,41,12,10,6,10,6,1,5,3,3,1,1,34,2.5,2,13,13,16,14,1,1,0
1786039,1,5,1,1,6,2,1,4,1,0,1,0,0,0,1,1,3,1,5,1,4,2,1,4,2,2,0,0,0,2,0,1,1,37,9,9,4,9,2,0,1,1,2,2,0,34,0,3,12,12,12,11,1,1,0
1786077,1,5,1,-2,6,5,3,1,1,0,0,0,0,0,1,1,1,2,6,1,4,1,2,2,1,2,1,1,1,1,1,1,1,43,9,9,5,12,1,0,5,2,3,2,0,39,0,1,12,16,12,13,1,1,0
1786441,1,5,2,2,2,3,2,1,1,0,0,0,0,0,2,1,1,3,1,0,2,1,2,7,2,1,0,0,0,1,0,1,1,45,9,10,4,9,6,1,1,1,3,1,1,20,4.416748046875,1,13,12,12,12,0,0,0
1786675,1,5,1,-2,3,3,4,1,1,0,0,0,0,0,2,1,3,4,3,1,3,2,3,1,2,2,1,0,0,1,2,1,1,37,10,11,5,13,2,1,3,4,1,1,0,41,0,1,14,17,13,17,1,1,1
1786749,1,3,1,1,3,5,3,1,1,0,0,0,0,0,1,1,1,3,1,1,4,1,2,1,2,1,0,0,0,2,0,1,1,63,10,11,3,5,0,1,1,1,1,1,1,17,0,1,14,9,13,13,0,1,0
1786835,0,6,1,2,6,2,2,1,1,0,0,0,0,0,2,1,1,1,1,1,4,2,2,7,2,1,0,0,0,1,0,1,1,34,10,12,1,9,0,1,1,1,3,1,1,18,2.75,1,16,12,13,12,0,1,1
1787105,0,7,1,-2,6,5,3,1,1,0,0,0,0,0,1,1,2,2,5,1,3,1,1,1,1,2,1,1,1,1,1,5,5,34,9,9,4,11,0,0,5,2,1,1,0,51,0,1,12,14,12,13,1,1,0
1787125,0,5,1,2,5,4,3,1,1,0,0,0,0,0,1,1,1,4,3,0,2,1,2,5,1,2,1,1,1,1,1,1,1,45,13,10,4,12,5,1,4,4,1,1,0,44,2,1,13,16,17,13,0,1,0
1787641,0,6,1,2,4,2,2,4,1,0,0,0,0,0,2,0,1,1,5,1,3,1,1,1,2,3,0,0,0,1,0,2,1,28,9,2,4,2,2,0,1,1,3,1,0,15,0.1666259765625,1,2.5,2.5,12,12,0,1,1
1788911,1,6,1,2,3,2,4,2,0,1,0,0,0,0,2,1,1,4,5,1,1,1,1,1,2,2,0,0,0,1,0,1,2,36,13,10,4,12,0,0,1,1,1,1,0,33,NA,2,13,16,17,17,1,1,0
1788973,1,7,1,1,2,5,3,1,1,0,0,0,0,0,2,1,1,3,1,1,2,1,2,5,1,1,1,1,2,2,1,1,1,55,12,9,6,9,2,1,5,3,3,1,1,43,0,1,12,12,16,13,1,1,0
1790879,1,1,1,2,4,6,3,4,1,0,0,0,0,0,2,1,1,4,1,1,3,1,3,5,2,1,0,0,0,1,0,1,1,73,12,4,1,4,2,1,1,1,3,1,1,23,0,1,7.5,7.5,16,13,0,1,0
1791149,1,7,2,2,4,7,1,4,1,0,0,0,0,0,2,0,1,2,2,1,3,1,2,5,2,2,0,0,0,1,0,1,5,72,11,10,7,2,3,1,1,1,2,1,0,48,NA,1,13,2.5,14,7.5,0,0,0
1791377,1,3,1,2,1,7,4,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,5,2,1,0,0,0,2,0,1,1,80,10,9,3,12,0,2,1,1,1,1,1,52,NA,1,12,16,13,20,0,1,0
1791495,1,5,1,-2,6,2,2,1,1,0,0,0,0,0,1,1,3,2,1,1,4,2,2,1,2,1,0,0,0,2,0,1,1,29,9,10,4,9,1,1,1,1,1,1,1,18,0.9166259765625,1,13,12,12,12,0,1,1
1792531,1,4,2,2,5,5,2,1,1,0,0,0,0,0,1,1,1,3,3,1,2,1,2,1,2,2,0,0,0,2,0,1,1,53,9,9,0,9,0,1,1,1,1,1,0,46,0.25,1,12,12,12,12,0,0,0
1793997,1,1,1,2,5,5,3,1,1,0,0,0,0,0,1,1,1,4,1,1,4,1,1,1,2,1,0,0,0,2,0,1,1,56,11,4,2,9,20,1,1,1,3,1,1,15,1.5833740234375,1,7.5,12,14,13,0,1,0
1794225,1,7,1,-2,6,6,4,1,1,0,0,0,0,0,1,1,2,3,5,1,3,1,1,5,1,2,1,1,1,1,1,1,1,60,12,12,7,8,0,0,5,2,1,1,0,39,0.166748046875,1,16,12,16,16,0,1,0
1794231,1,7,1,2,6,3,4,2,0,1,0,0,0,0,2,1,3,3,1,1,4,2,2,1,2,1,0,0,0,1,0,1,1,40,12,12,5,9,3,1,2,1,3,1,1,25,0,2,16,12,16,16,0,1,1
1795553,1,3,-2,2,2,3,4,4,0,0,0,0,0,1,1,1,3,2,1,1,3,3,1,1,2,1,0,0,0,2,0,1,1,35,13,13,1,12,0,1,1,1,1,1,1,28,0.9166259765625,5,17,16,17,16,1,NA,0
1801065,1,7,1,2,5,6,2,4,1,0,0,0,0,0,1,1,1,2,1,0,2,1,2,5,2,1,0,0,0,2,0,2,1,71,9,6,7,6,1,1,1,1,1,1,1,15,0.0833740234375,1,10,10,12,12,0,1,0
1802951,0,2,1,-2,2,1,3,4,1,0,0,0,0,0,2,0,1,3,5,1,3,1,4,2,2,2,0,0,0,1,0,5,1,21,10,0,0,13,11,0,1,1,0,1,0,18,0.25,1,NA,17,13,13,1,1,0
1806971,1,7,1,2,4,4,3,2,0,1,0,0,0,0,1,1,1,2,1,1,3,1,2,5,2,1,0,0,0,2,0,2,5,47,10,6,7,10,0,1,1,1,2,1,1,20,0,2,10,13,13,14,0,1,1
1807087,1,1,1,1,5,3,3,1,1,0,0,0,0,0,1,1,1,3,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,37,10,12,7,11,0,2,1,1,1,1,1,18,6.916748046875,1,16,14,13,13,0,1,0
1807189,1,2,-2,1,1,2,3,1,1,0,0,0,0,0,1,1,1,2,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,22,11,11,3,10,10,1,1,1,3,1,1,6,18.333251953125,1,14,13,14,13,0,NA,0
1807373,0,7,1,-2,6,5,4,1,1,0,0,0,0,0,2,1,3,3,5,1,1,1,1,2,1,3,1,1,2,2,1,1,1,58,10,9,5,12,0,0,3,4,1,1,0,25,1,1,12,16,13,17,0,1,0
1807959,1,1,1,2,4,6,3,1,1,0,0,0,0,0,1,1,1,1,1,1,4,1,4,1,2,1,0,0,0,2,0,1,1,61,10,10,1,7,1,1,1,1,3,1,1,17,0.333251953125,1,13,11,13,13,0,1,1
1808147,0,7,1,-2,5,6,4,1,1,0,0,0,0,0,1,1,1,2,6,1,3,1,2,1,1,2,1,1,1,1,1,1,1,25,8,6,4,9,2,0,4,2,1,2,0,66,2.5,1,10,12,12,16,0,1,0
1808717,1,7,1,2,5,3,4,1,1,0,0,0,0,0,1,1,1,3,3,1,3,2,2,1,2,1,0,0,0,2,0,1,1,40,12,10,4,13,2,2,1,1,1,1,1,36,0,1,13,17,16,16,0,1,1
1809325,1,6,1,2,4,4,2,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,3,1,2,1,0,0,0,2,0,1,1,49,9,9,3,9,2,1,1,1,1,1,1,21,0.583251953125,1,12,12,12,12,0,1,1
1809643,0,7,1,-2,6,2,4,3,0,0,0,1,0,0,1,1,3,2,5,1,4,2,1,1,1,2,1,1,1,1,1,1,4,22,12,12,4,11,NA,0,5,2,1,1,0,29,0.166748046875,4,16,14,16,17,1,1,0
1810247,0,5,1,-2,5,2,1,1,1,0,0,0,0,0,2,0,2,1,3,1,4,1,2,3,1,2,1,1,2,2,1,1,1,22,10,10,4,9,1,1,5,2,3,1,0,32,0.0833740234375,1,13,12,13,7.5,0,1,0
1810471,0,7,1,1,2,1,2,4,0,0,0,0,0,1,1,0,3,1,5,1,1,2,3,4,2,2,0,0,0,2,0,3,5,20,10,11,7,11,6,0,1,1,2,1,0,19,0.75,5,14,14,13,12,0,1,1
1811407,1,6,2,1,1,7,2,1,1,0,0,0,0,0,1,1,1,2,1,0,3,1,2,5,2,1,0,0,0,2,0,1,1,80,9,4,5,4,1,1,1,1,1,1,1,17,0,1,7.5,7.5,12,12,0,0,0
1812501,1,7,1,2,5,3,3,2,0,1,0,0,0,0,1,1,3,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,45,10,11,5,9,0,1,5,2,3,1,1,30,0,2,14,12,13,13,1,1,0
1812505,0,6,1,2,2,4,3,4,0,0,0,0,0,1,2,1,2,3,3,1,1,3,7,1,2,2,0,0,0,1,0,3,5,46,9,8,4,8,28,1,1,1,1,2,0,53,0.4166259765625,5,12,12,12,13,0,1,0
1814173,1,7,1,-2,5,2,1,1,1,0,0,0,0,0,2,1,3,1,1,1,2,2,2,1,2,1,0,0,0,1,0,1,1,30,10,11,6,9,4,1,2,1,3,1,1,16,0,1,14,12,13,12,0,1,0
1815129,1,7,1,2,5,4,3,1,1,0,0,0,0,0,2,0,1,3,6,1,2,1,3,1,2,2,0,0,0,1,0,1,1,50,9,9,7,9,0,0,2,1,1,1,0,24,17.8333740234375,1,12,12,12,13,0,1,0
1815187,0,6,1,-2,5,4,4,1,1,0,0,0,0,0,1,1,1,4,6,1,3,1,2,1,2,2,0,0,0,2,0,5,1,46,13,0,6,11,0,0,1,1,3,1,0,45,4,1,NA,14,17,16,1,1,0
1815571,1,1,1,2,3,5,4,1,1,0,0,0,0,0,1,1,1,3,1,1,4,1,6,1,2,1,0,0,0,2,0,1,1,52,13,9,1,9,0,1,1,1,1,1,1,29,0.083251953125,1,12,12,17,17,0,1,1
1816203,0,7,1,-2,6,2,4,1,1,0,0,0,0,0,2,1,2,2,5,1,4,2,1,1,1,2,1,0,0,1,2,1,1,27,10,9,5,13,1,0,3,4,3,2,0,29,0,1,12,17,13,20,1,1,0
1816405,0,5,2,-2,6,7,3,1,1,0,0,0,0,0,2,1,1,1,2,1,4,1,1,5,2,3,0,0,0,1,0,1,1,79,10,9,5,8,3,2,1,1,3,1,0,19,1.583251953125,1,12,12,13,14,0,0,0
1816407,1,7,1,2,4,4,4,1,1,0,0,0,0,0,1,1,1,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,52,12,9,6,7,3,1,5,2,1,1,1,21,0.1666259765625,1,12,11,16,20,0,1,1
1816481,0,NA,-2,NA,NA,1,4,1,1,0,0,0,0,0,2,0,1,1,5,1,2,1,2,1,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16,NA,NA,0
1816635,0,3,1,-2,5,5,3,1,1,0,0,0,0,0,2,1,2,1,2,1,1,1,1,2,2,3,0,0,0,1,0,1,1,78,10,9,2,10,2,1,1,1,0,1,0,40,5.0833740234375,1,12,13,13,14,0,1,0
1816765,0,6,1,-2,6,3,4,1,1,0,0,0,0,0,2,1,1,2,5,1,3,1,2,4,2,3,0,0,0,1,0,1,1,NA,0,0,0,0,NA,0,1,1,0,0,0,NA,NA,1,NA,NA,NA,16,0,1,0
1822831,1,2,1,2,2,5,2,1,1,0,0,0,0,0,2,1,1,2,1,1,1,1,2,2,2,1,0,0,0,1,0,1,1,61,11,9,3,9,10,1,1,1,3,1,1,15,0.5,1,12,12,14,12,0,1,0
1823887,1,3,2,1,1,6,3,1,1,0,0,0,0,0,2,1,1,1,1,1,4,1,2,5,2,1,0,0,0,1,0,1,1,70,10,9,3,6,3,1,1,1,3,1,1,16,0.0833740234375,1,12,10,13,13,0,0,0
1824065,1,1,1,1,2,2,4,1,1,0,0,0,0,0,2,0,1,4,1,1,2,1,2,7,2,1,0,0,0,1,0,1,1,38,9,9,1,9,15,1,1,1,3,1,1,21,0.5,1,12,12,12,16,0,1,1
1825867,1,7,-2,2,4,7,3,1,1,0,0,0,0,0,1,1,2,2,1,1,3,1,2,5,2,1,0,0,0,2,0,1,1,84,9,4,7,4,0,1,1,1,2,1,1,15,1.083251953125,1,7.5,7.5,12,13,0,NA,0
1825913,0,5,1,-2,6,2,2,1,1,0,0,0,0,0,1,0,1,2,5,1,2,1,3,1,2,3,0,0,0,2,0,1,1,25,10,11,5,9,3,0,1,1,1,1,0,14,7.916748046875,1,14,12,13,12,0,1,0
1825937,1,2,1,2,1,2,4,1,1,0,0,0,0,0,1,1,3,2,1,1,4,2,2,1,2,1,0,0,0,2,0,1,1,33,12,9,3,12,6,1,1,1,1,1,1,22,1.6666259765625,1,12,16,16,17,0,1,1
1826075,1,5,1,-2,5,3,4,2,0,1,0,0,0,0,2,1,1,3,1,1,1,1,2,7,2,1,0,0,0,1,0,1,2,58,13,12,7,10,0,1,1,1,3,1,1,35,0.25,2,16,13,17,20,0,1,1
1827047,0,6,2,-2,6,3,2,4,0,1,0,0,0,0,1,0,1,1,5,0,1,2,1,6,2,3,0,0,0,2,2,5,5,NA,0,0,4,0,0,0,NA,5,0,1,0,17,0,2,NA,NA,NA,12,0,0,0
1827123,0,5,-2,-2,6,4,1,1,1,0,0,0,0,0,2,1,2,1,3,1,3,2,3,6,2,3,0,0,0,1,0,1,1,61,10,10,2,1,2,1,1,1,3,1,0,11,0.916748046875,1,13,0,13,10,0,NA,0
1828001,1,1,1,2,6,3,4,1,1,0,0,0,0,0,1,1,1,2,1,1,4,1,2,1,2,1,0,0,0,2,0,1,1,0,13,10,1,9,2,1,1,1,1,1,1,25,NA,1,13,12,17,17,0,1,0
1828311,1,1,1,-2,6,3,3,1,1,0,0,0,0,0,1,1,1,2,6,1,4,2,2,1,2,2,0,0,0,2,0,1,1,34,9,9,3,9,2,0,1,1,1,2,0,37,2.1666259765625,1,12,12,12,13,0,1,1
1829461,0,NA,-2,NA,NA,5,2,4,1,0,0,0,0,0,1,1,3,1,5,1,1,2,1,1,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA,0
1829879,0,7,1,-2,6,5,4,1,1,0,0,0,0,0,2,1,1,2,5,1,4,1,1,2,2,3,0,0,0,1,0,1,1,69,10,9,3,9,0,0,1,1,2,1,0,36,1.666748046875,1,12,12,13,16,0,1,0
1829901,1,7,1,2,5,4,4,4,1,0,0,0,0,0,1,1,3,3,6,1,3,1,2,6,1,2,1,1,1,1,1,4,1,52,11,5,7,5,9,0,5,2,4,1,0,37,0,1,9,9,14,17,0,1,0
1829921,1,2,1,-2,5,5,4,1,1,0,0,0,0,0,1,1,1,4,3,1,3,1,1,1,2,2,0,0,0,2,0,1,1,55,12,10,4,9,1,1,1,1,1,1,0,59,0.083251953125,1,13,12,16,17,0,1,0
1830543,1,7,2,1,4,3,3,2,0,1,0,0,0,0,2,1,3,1,1,1,3,2,3,1,2,1,0,0,0,1,0,1,2,48,4,6,4,6,2,1,1,1,3,1,1,22,11,2,10,10,7.5,13,0,0,0
1831239,1,1,1,1,3,2,4,1,1,0,0,0,0,0,2,0,1,3,6,1,3,3,2,1,2,1,0,0,0,1,0,1,1,44,11,8,1,10,4,2,1,1,1,1,1,NA,NA,1,12,13,14,20,0,1,0
1831591,1,6,1,2,2,4,2,4,1,0,0,0,0,0,1,1,3,2,1,1,2,1,2,1,2,1,0,0,0,2,0,2,1,46,4,1,5,12,2,1,1,1,1,1,1,29,1.0833740234375,1,0,16,7.5,12,0,1,1
1831603,1,4,-2,1,1,5,3,2,0,1,0,0,0,0,1,0,1,2,5,1,4,1,2,6,2,1,0,0,0,2,0,1,2,59,10,9,4,9,4,1,1,1,3,1,1,11,27.666748046875,2,12,12,13,13,0,NA,0
1833759,1,3,1,2,2,4,2,1,1,0,0,0,0,0,2,1,1,2,1,0,2,1,3,1,2,1,0,0,0,1,0,1,1,53,9,9,4,13,3,2,1,1,3,1,1,25,0.1666259765625,1,12,17,12,12,0,1,0
1834561,1,5,3,-2,6,3,4,3,0,0,0,1,0,0,2,1,1,4,1,1,4,1,2,7,2,1,0,0,0,1,0,1,4,45,12,1,4,1,2,1,1,1,3,1,1,26,0,4,0,0,16,16,0,0,1
1835627,0,5,2,-2,6,7,2,1,1,0,0,0,0,0,1,1,1,1,2,0,1,1,1,5,1,1,1,0,0,2,2,1,1,74,9,4,3,4,0,1,5,2,4,2,1,22,0.166748046875,1,7.5,7.5,12,12,0,0,0
1835975,1,1,2,1,5,5,2,1,1,0,0,0,0,0,1,1,1,4,3,1,1,1,4,1,2,2,0,0,0,2,0,1,1,60,11,9,4,9,2,1,1,1,3,1,0,45,NA,1,12,12,14,12,1,0,0
1836997,1,5,1,-2,6,2,4,1,1,0,0,0,0,0,2,1,3,3,1,1,1,2,2,1,2,1,0,0,0,1,2,1,1,34,14,12,4,11,0,1,2,1,1,1,1,21,0.25,1,16,14,20,17,0,1,0
1838041,1,3,1,-2,4,3,4,1,1,0,0,0,0,0,1,1,1,4,6,1,3,1,2,1,2,2,0,0,0,2,0,1,1,36,13,12,5,11,5,0,1,1,1,1,0,32,NA,1,16,14,17,17,0,1,0
1840371,0,7,1,2,1,6,2,4,0,0,0,0,0,1,2,0,2,1,5,1,4,2,1,1,2,3,0,0,0,1,0,2,5,72,8,1,5,3,20,0,1,1,3,1,0,29,1.083251953125,5,0,5.5,12,12,0,1,0
1840651,0,NA,-2,NA,NA,2,4,1,1,0,0,0,0,0,1,1,1,4,5,1,2,1,2,1,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16,NA,NA,0
1841729,1,6,1,-2,6,4,3,4,1,0,0,0,0,0,1,1,1,1,5,1,4,1,2,1,1,1,1,1,1,1,1,2,1,45,9,8,5,8,2,1,5,2,1,1,1,48,0,1,12,12,12,14,0,1,0
1841785,1,1,1,-2,6,2,2,1,1,0,0,0,0,0,2,1,2,2,1,1,4,2,3,7,2,1,0,0,0,1,0,2,0,51,10,9,3,10,7,2,1,1,3,1,1,23,0.083251953125,1,12,13,13,12,0,1,1
1842787,0,7,2,2,6,1,1,2,0,1,0,0,0,0,1,0,3,1,5,1,2,2,12,4,2,3,0,0,0,2,0,1,2,NA,6,6,7,6,3,0,1,1,2,1,0,14,0.083251953125,2,10,10,10,10,0,0,0
1844841,1,1,1,1,4,2,4,1,1,0,0,0,0,0,2,1,1,3,5,1,3,2,2,1,2,2,0,0,0,1,0,1,1,37,10,13,3,9,9,0,1,1,1,1,0,30,0,1,17,12,13,17,0,1,0
1845081,1,1,1,1,2,6,4,1,1,0,0,0,0,0,2,1,1,3,1,1,4,1,2,1,2,1,0,0,0,1,0,1,1,71,12,8,1,8,0,1,1,1,2,1,1,22,0.083251953125,1,12,12,16,17,0,1,0
1845435,0,6,1,-2,4,3,1,5,1,1,0,0,0,0,2,1,3,1,5,1,3,2,1,6,2,3,0,0,0,1,0,1,5,31,1,1,7,12,0,0,1,1,1,1,0,36,0.1666259765625,2,0,16,0,10,1,1,0
1846375,1,2,2,2,2,7,4,1,1,0,0,0,0,0,1,1,1,4,2,1,4,1,2,5,2,2,0,0,0,2,0,1,1,75,10,9,3,9,0,2,1,1,1,1,0,81,0.3333740234375,1,12,12,13,16,0,0,0
1848983,1,3,2,2,5,7,3,1,1,0,0,0,0,0,1,1,2,2,1,1,2,1,1,4,2,1,0,0,0,2,0,1,1,74,10,4,3,9,4,1,1,1,3,1,1,24,0.166748046875,1,7.5,12,13,14,0,0,0
1850681,1,3,1,1,1,5,2,1,1,0,0,0,0,0,2,1,1,1,1,1,3,1,2,1,2,1,0,0,0,1,0,1,1,67,10,9,1,9,2,1,1,1,3,1,1,16,0.166748046875,1,12,12,13,12,0,1,0
1850929,1,5,1,-2,5,6,4,3,0,0,0,1,0,0,1,1,1,4,1,1,4,1,2,2,2,1,0,0,0,2,0,1,4,73,12,4,4,4,1,1,1,1,4,1,1,18,3.5,4,7.5,7.5,16,17,0,1,0
1851301,1,1,2,2,5,6,2,1,1,0,0,0,0,0,1,1,1,1,1,1,3,1,2,5,2,1,0,0,0,2,0,1,1,68,12,9,1,9,0,1,1,1,2,1,1,16,0.083251953125,1,12,12,16,12,0,0,0
1851973,1,3,-2,2,5,3,1,1,1,0,0,0,0,0,2,0,4,1,1,0,3,2,3,6,2,1,0,0,0,1,0,1,1,47,9,5,4,4,0,1,1,1,3,1,1,6,11.3333740234375,1,9,7.5,12,7.5,0,NA,0
1852051,1,6,2,2,5,4,4,1,1,0,0,0,0,0,2,1,1,2,1,1,3,1,2,1,2,1,0,0,0,1,0,1,1,60,11,9,4,9,2,3,1,1,1,1,1,41,0.25,1,12,12,14,16,0,0,0
1852509,0,7,1,-2,5,5,3,1,1,0,0,0,0,0,2,0,1,1,3,1,2,2,2,5,2,3,0,0,0,1,0,1,1,58,9,9,3,12,0,2,1,1,2,1,0,23,0,1,12,16,12,13,0,1,0
1853487,0,4,-2,-2,6,1,2,1,1,0,0,0,0,0,2,0,1,3,5,1,2,1,2,1,2,3,0,0,0,2,2,1,1,39,9,9,4,9,2,3,5,1,1,2,0,2,1.6666259765625,1,12,12,12,12,0,NA,1
1854003,1,7,1,2,2,2,4,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,2,1,2,1,0,0,0,2,0,1,1,34,13,12,7,10,0,1,1,1,1,1,1,18,0.25,1,16,13,17,17,0,1,1
1854309,1,6,1,2,5,6,2,1,1,0,0,0,0,0,2,1,1,3,1,0,4,1,2,5,2,1,0,0,0,1,0,1,1,73,9,9,2,9,0,2,1,1,4,1,1,21,0,1,12,12,12,12,0,1,0
1854377,0,7,1,1,3,5,3,2,0,1,0,0,0,0,2,1,1,4,3,1,3,1,1,1,2,1,0,0,0,1,0,1,2,63,12,4,7,5,2,1,1,1,3,1,1,34,0,2,7.5,9,16,14,0,1,0
1854475,1,2,2,1,6,6,2,1,1,0,0,0,0,0,2,1,1,1,1,0,1,1,2,5,2,1,0,0,0,1,0,1,1,71,10,10,2,9,3,1,1,1,4,1,1,18,0,1,13,12,13,12,0,0,0
1855039,0,5,-2,2,6,6,4,1,1,0,0,0,0,0,2,1,1,2,3,1,4,1,3,1,2,3,0,0,0,1,0,1,1,64,9,9,5,9,0,2,1,1,3,1,0,NA,NA,1,12,12,12,17,0,NA,0
1855173,0,7,2,-2,6,2,4,1,1,0,0,0,0,0,2,0,1,1,5,1,3,1,3,1,1,3,1,1,2,2,1,1,1,31,9,11,5,10,2,0,5,3,1,1,0,17,1.4166259765625,1,14,13,12,17,1,0,0
1855961,1,6,1,2,3,1,4,1,1,0,0,0,0,0,2,1,1,3,5,1,2,1,4,1,2,2,0,0,0,1,0,1,1,24,12,12,7,11,6,0,1,1,3,1,0,20,0.8333740234375,1,16,14,16,16,0,1,0
1856209,1,2,1,1,2,5,3,1,1,0,0,0,0,0,2,1,1,1,1,1,3,1,2,5,2,1,0,0,0,1,0,1,1,63,10,9,3,3,2,1,1,1,3,1,1,17,0,1,12,5.5,13,13,0,1,0
1857323,1,2,1,-2,6,3,2,1,1,0,0,0,0,0,1,1,2,3,1,1,1,2,4,1,2,1,0,0,0,2,0,1,1,42,9,9,3,9,2,1,1,1,3,1,1,19,1.083251953125,1,12,12,12,12,0,1,1
1857981,0,7,2,-2,5,7,4,1,1,0,0,0,0,0,1,1,3,3,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,59,9,9,0,9,0,0,5,2,1,1,0,41,0.083251953125,1,12,12,12,17,0,0,0
1858747,1,5,-2,-2,6,2,2,1,1,0,0,0,0,0,2,0,3,1,1,1,3,2,2,7,2,1,0,0,0,1,0,1,1,29,11,9,4,9,2,1,1,1,3,1,1,13,1.6666259765625,1,12,12,14,12,0,NA,1
1860029,0,6,1,2,2,5,4,1,1,0,0,0,0,0,1,1,1,4,3,1,2,1,4,5,1,3,1,0,0,2,2,1,1,48,13,9,6,10,5,1,3,4,3,1,0,57,0.166748046875,1,12,13,17,16,0,1,0
1860057,1,3,1,-2,6,3,3,1,1,0,0,0,0,0,2,1,1,1,6,1,3,1,2,1,2,2,1,1,2,2,1,1,1,37,10,9,4,10,2,0,5,3,4,1,0,32,0,1,12,13,13,13,1,1,0
1860397,0,1,1,2,5,7,4,1,1,0,0,0,0,0,1,1,1,3,3,1,3,1,1,5,2,3,0,0,0,2,0,1,1,71,12,10,1,12,0,2,1,1,1,1,0,71,3,1,13,16,16,16,0,1,0
1860737,1,5,1,2,6,4,2,4,1,0,0,0,0,0,1,1,3,3,3,0,1,2,2,1,2,2,0,0,0,2,0,1,1,37,10,4,4,3,4,1,1,1,1,1,0,37,8,1,7.5,5.5,13,12,0,1,1
1860835,1,5,2,-2,6,4,2,1,1,0,0,0,0,0,1,1,1,2,1,1,2,1,2,2,2,1,0,0,0,2,0,1,1,64,14,9,4,9,0,1,1,1,1,1,1,24,0,1,12,12,20,12,0,0,0
1861177,1,1,1,2,4,4,3,1,1,0,0,0,0,0,1,1,1,3,1,0,2,1,2,1,2,1,0,0,0,2,0,1,1,40,13,11,3,11,3,4,1,1,3,1,1,36,2.0833740234375,1,14,14,17,13,0,1,1
1862227,0,1,1,1,3,4,3,4,1,0,0,0,0,0,2,1,3,1,3,1,3,2,1,1,2,2,0,0,0,1,0,4,1,53,9,8,1,12,1,2,1,1,1,1,0,53,0,1,12,16,12,14,1,1,0
1867685,1,3,1,1,4,5,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,0,0,0,2,0,1,1,63,12,10,3,8,0,3,1,1,1,1,1,41,2,1,13,12,16,14,0,1,0
1869141,0,NA,-2,NA,NA,2,4,1,1,0,0,0,0,0,2,1,3,1,5,0,2,2,2,1,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,17,NA,NA,0
1869479,1,5,2,2,2,5,3,1,1,0,0,0,0,0,1,1,1,2,1,0,3,1,2,1,2,1,0,0,0,2,0,1,1,55,12,6,4,4,2,1,1,1,3,1,1,19,0.25,1,10,7.5,16,13,0,0,0
